mapName,id
T1449,Building efficient multi-threaded search nodes
T1450,A dynamic secret sharing scheme with cheater detection
T1451,Inference with Multivariate Heavy-Tails in Linear Models
T1452,A Precise Characterization of the Class of Languages Recognized by Neural Nets under Gaussian and Other Common Noise Distributions
T1453,Analogical Learning of Visual/Conceptual Relationships in Sketches
T1454,Anytime local search for distributed constraint optimization
T1455,A user interface to build interactive visualizations for the semantic web
T1456,Emotion recognition using hidden Markov models from facial temperature sequence
T1457,Crisp and Fuzzy Granular Hierarchical Structures Generated from a Free Monoid
T1458,Algebraic Set Kernels with Application to Inference Over Local Image Representations
T1459,Query Optimization Using An Improved Genetic Algorithm
T1460,A Market-Based Coordination Mechanism for Resource Planning Under Uncertainty
T1461,Domain-Independent Optimistic Initialization for Reinforcement Learning
T1462,Large-Scale Point Cloud Based Volume Analysis Acceleration Based on UAV Images
T1463,A Novel Online Stacked Ensemble for Multi-Label Stream Classification
T1464,Do They Tweet Differently? A Cross-Cultural Group Study of Twitter Use on Mobile Communication Devices
T1465,An Algorithm to Optimize the Configuration of Terminals in Distributed Traffic Microscopic Simulation System
T1466,Dex: high-performance exploration on large graphs for information retrieval
T1467,Convex Multi-view Subspace Learning
T1468,Refer-to-as Relations as Semantic Knowledge
T1469,Wind Energy Conversion System-A Laboratory Setup
T1470,An Approach to Analyzing Commonality and Variability of Features using Ontology in a Software Product Line Engineering
T1471,Application of AHP model to evaluate the urban sustainable development
T1472,Feature-Based Data Stream Clustering
T1473,Solving Combinatorial Auctions Using Stochastic Local Search
T1474,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation
T1475,Robust shape-based head tracking
T1476,Foundations of RDF Databases
T1477,A Framework for Integrating Fault Diagnosis and Incremental Knowledge Acquisition in Connectionist Expert Systems
T1478,Short 3-Secure Fingerprinting Codes for Copyright Protection
T1479,An Introduction to Yoyo Blind Man Algorithm (YOYO-BMA)
T1480,Semantic components enhance retrieval of domain-specific documents
T1481,Addressing the Raven's Progressive Matrices Test of "General" Intelligence
T1482,Goal Pursuit of Sellers in Hierarchical Online Reputation Systems
T1483,On the Difficulty of Modular Reinforcement Learning for Real-World Partial Programming
T1484,Mining crowd mobility and WiFi hotspots on a densely-populated campus
T1485,Classifying learner engagement through integration of multiple data sources
T1486,Case-Based Diagnostic Analysis in a Blackboard Architecture
T1487,A virtual data center deployment model based on the green cloud computing
T1488,Indexable Bayesian Personalized Ranking for Efficient Top-k Recommendation
T1489,Business Rules Management Principles in the Dutch Governmental Context
T1490,An efficient and robust privacy protection technique for massive streaming choice-based information
T1491,Learning User Preferences for Topically Similar Documents
T1492,Role of neighbour discovery in distributed learning and knowledge sharing algorithms for cognitive wireless networks
T1493,Finding Multivariate Splits in Decision Trees Using Function Optimization
T1494,A distance measure for bounding probabilistic belief change
T1495,Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation
T1496,Strategies for Teaching Layered Networks Classification Tasks
T1497,Studying the Role of Kinect as a Multi-Sensory Learning Platform for Children
T1498,An Interpretable Generative Adversarial Approach to Classification of Latent Entity Relations in Unstructured Sentences
T1499,DualBoost: Handling Missing Values with Feature Weights and Weak Classifiers that Abstain
T1500,Data Programming: Creating Large Training Sets, Quickly
T1501,The Relevance Vector Machine
T1502,Distant Domain Transfer Learning
T1503,Variational Gaussian-process factor analysis for modeling spatio-temporal data
T1504,A General Framework for Sparsity Regularized Feature Selection via Iteratively Reweighted Least Square Minimization
T1505,Subspace Modeling Method for Burn-Through Point
T1506,Entity reference resolution via spreading activation on RDF-Graphs
T1507,A Phase Space Approach to Minimax Entropy Learning and the Minutemax Approximations
T1508,A framework for evaluating software design pattern specification languages
T1509,Request distribution with pre-learning for distributed SSL reverse proxies
T1510,PairFac: Event Analytics through Discriminant Tensor Factorization
T1511,Random Projection Trees Revisited
T1512,Story Teller: A Contextual-based Educational Augmented-Reality Application for Preschool Children
T1513,Predicting web spam with HTTP session information
T1514,Improved Cryptanalysis of MAG
T1515,Dimensionality Reduction with Subspace Structure Preservation
T1516,Voting on Multiattribute Domains with Cyclic Preferential Dependencies
T1517,Experiences with Bayesian Learning in a Real World Application
T1518,Criteria for Evaluating Data Modeling Concepts of Data Analysis
T1519,Transfer as a Benchmark for Multi-Representational Architectures
T1520,Clustering Citation Distributions for Semantic Categorization and Citation Prediction
T1521,Games as an education and retention strategy.
T1522,Assessing the effectiveness of the active military and economic potential of the USA and Russia in the 21st century. Part 2
T1523,MasDISPO: A Multiagent Decision Support System for Steel Production and Control
T1524,Teaching Robotics and Computer Science with Pinball Machines
T1525,Robust video fingerprinting based on hierarchical symmetric difference feature
T1526,Evaluation of Traffic Sign Recognition Methods Trained on Synthetically Generated Data
T1527,Scalable Complex Contract Negotiation with Structured Search and Agenda Management
T1528,An Ontology of Socio-Cultural Time Expressions
T1529,Image Privacy Prediction Using Deep Features
T1530,A Behavioral Economics Approach to Customer Relationship Management
T1531,CASE Success at Bank of Queensland
T1532,DECK: Discovering Event Composition Knowledge from Web Images for Zero-Shot Event Detection and Recounting in Videos
T1533,Batch and On-Line Parameter Estimation of Gaussian Mixtures Based on the Joint Entropy
T1534,Challenges in Resource and Cost Allocation
T1535,Efficient processing of probabilistic spatio-temporal range queries over moving objects
T1536,Explainable Agency for Intelligent Autonomous Systems
T1537,Keeping Flexible Active Contours on Track using Metropolis Updates
T1538,Learning Deep ℓ0 Encoders
T1539,Multi-scale Graphical Models for Spatio-Temporal Processes
T1540,Discovering latent blockmodels in sparse and noisy graphs using non-negative matrix factorisation
T1541,Trust and Distrust Across Coalitions: Shapley Value Based Centrality Measures for Signed Networks (Student Abstract Version)
T1542,RI: an Expert in the Computer Systems Domain
T1543,CroMatcher results for OAEI 2016
T1544,Online Learning from Finite Training Sets: An Analytical Case Study
T1545,Reconstructing Stimulus Velocity from Neuronal Responses in Area MT
T1546,Robust Policy Computation in Reward-Uncertain MDPs Using Nondominated Policies
T1547,A Collaborative Framework for Multiagent Systems
T1548,RAProp: ranking tweets by exploiting the tweet/user/web ecosystem and inter-tweet agreement
T1549,Robot behaviour conflicts: can intelligence be modularized?
T1550,Information Overload in using Content Management Systems: Causes and Consequences
T1551,A Two-step Information Accumulation Strategy for Learning from Highly Imbalanced Data
T1552,Interpretable Fuzzy Rules Acquisition of Coupled System Using Interactive Genetic Algorithms
T1553,Spreadsheet Property Detection With Rule-assisted Active Learning
T1554,Modeling Language Vagueness in Privacy Policies Using Deep Neural Networks
T1555,Two-step resource allocation for BIC-UFMC wireless communications
T1556,Control knowledge in planning: benefits and tradeoffs
T1557,The Image Restoration Method Based on Patch Sparsity Propagation in Big Data Environment
T1558,Cooperative Behavior Learning Based on Social Interaction of State Conversion and Reward Exchange Among Multi-Agents
T1559,Ranking via Robust Binary Classification
T1560,High Performance Neural Net Simulation on a Multiprocessor System with Intelligent Communication
T1561,Does Organizational identification lead to User Involvement?
T1562,Adaptive Fusion Based Hybrid Denoising Method for Texture Images
T1563,Unity in Diversity: Learning Distributed Heterogeneous Sentence Representation for Extractive Summarization
T1564,Continuous state POMDPs for object manipulation tasks
T1565,A New Basis for Spreadsheet Computing: Interval Solver for Microsoft Excel
T1566,SemQL: A Semantic Query Language for Multidatabase Systems
T1567,Towards an intelligent code search engine
T1568,Deep Dynamic Poisson Factorization Model
T1569,Stochastic Majorization-Minimization Algorithms for Large-Scale Optimization
T1570,Entity-Relationship Extraction from Wikipedia Unstructured Text.
T1571,Generative Models for Clustering: The Next Generation
T1572,Integration of Online Learning into HTN Planning for Robotic Tasks
T1573,DOLAP 2011: overview of the 14th international workshop on data warehousing and olap
T1574,Secure Length-Saving ElGamal Encryption under the Computational Diffie-Hellman Assumption
T1575,Estimating Dependency Structure as a Hidden Variable
T1576,Searching Without a Heuristic: Efficient Use of Abstraction
T1577,Multi-service Oriented Broadcast Encryption
T1578,On the Infeasibility of Training Neural Networks with Small Squared Errors
T1579,Generalised Propagation for Fast Fourier Transforms with Partial or Missing Data
T1580,Traffic Management for Content Distribution Using Virtualized Hosts over Cloud Services
T1581,Control system of emergency generator set based on wireless sensor networks
T1582,Enhancing Customer Response Capability through Organizational Knowledge Resources in Service Encounters
T1583,Why and how to model multi-modal interaction for a mobile robot companion
T1584,Visual attention in schizophrenia: Eye contact and gaze aversion during clinical interactions
T1585,DeepEnergy: Prediction of Appliances Energy with Long-Short Term Memory Recurrent Neural Network
T1586,Using semantics to identify web objects
T1587,Building Concept Representations from Reusable Components
T1588,Deep learning for stock prediction using numerical and textual information
T1589,Emotions triggered by innovative products: A multi-componential approach of emotions for user experience tools
T1590,TempoExpress: An Expressivity-Preserving Musical Tempo Transformation System
T1591,The effects of Cognitive and Emotional Trust on Mobile Payment Adoption: a Trust Transfer Perspective
T1592,Visualization Techniques for Topic Model Checking
T1593,Constructive Preference Elicitation Over Hybrid Combinatorial Spaces
T1594,Second-order Optimization for Deep Reinforcement Learning using Kronecker-factored Approximation
T1595,What can head and facial movements convey about positive and negative affect?
T1596,Event Object Boundaries in RDF Streams
T1597,A Data Mining Approach to Rainfall Intensity Classification Using TRMM/TMI Data
T1598,Kernel Hyperalignment
T1599,Control of a wind system at an optimal speed
T1600,Grounding Stanislavskian Scene Analysis in a Formal Theory of Action
T1601,Highlighting Assertional Effects of Ontology Editing Activities in OWL
T1602,Adaptive Learning Diagnosis Mechanisms for E-Learning
T1603,Effective stratification for low selectivity queries on deep web data sources
T1604,Spanning Knowledge Boundaries in Offshore Insourcing through Organizational Learning: a Case Study of Bankco
T1605,Action Recognition With Coarse-to-Fine Deep Feature Integration and Asynchronous Fusion
T1606,Towel: Towards an Intelligent To-Do List.
T1607,Noise-Tolerant Life-Long Matrix Completion via Adaptive Sampling
T1608,Nonparametric Bayesian inference on multivariate exponential families
T1609,Social Recommendation with Strong and Weak Ties
T1610,Empirical Localization of Homogeneous Divergences on Discrete Sample Spaces
T1611,Practical Hash Functions for Similarity Estimation and Dimensionality Reduction
T1612,Service-mining Based on the Knowledge and Customer Databases
T1613,Is belief revision harder than you thought
T1614,An improved adaptive Genetic Algorithm in Optimization of Partner Selection
T1615,Image Denoising Based on MORF and Minimization Total Variation
T1616,A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation
T1617,Bayesian entropy estimation for binary spike train data using parametric prior knowledge
T1618,Using Fast Weights to Attend to the Recent Past
T1619,Contextual Semantics for Radicalisation Detection on Twitter
T1620,On compiling system models for faster and more scalable diagnosis
T1621,Housekeeping with Multiple Autonomous Robots: Representation, Reasoning and Execution
T1622,Batch-based flash crowd relaxation in cloud-assisted P2P live streaming
T1623,Subgraph Matching-Based Literature Mining for Biomedical Relations and Events
T1624,Influence-Driven Model for Time Series Prediction from Partial Observations
T1625,A Data-Driven Approach to Distinguish Cyber-Attacks from Physical Faults in a Smart Grid
T1626,Observability and controllability of autonomic computing systems for composed Web services
T1627,A Wild Bootstrap for Degenerate Kernel Tests
T1628,Evaluating window joins over punctuated streams
T1629,A Video Analysis of Eye Movements during Typing: How Effective is Handwriting during Note-Taking Tasks?
T1630,Kinect@Home: Crowdsourcing a Large 3D Dataset of Real Environments
T1631,Robust Watermarking Using n-Diagonalization Based on Householder Transform
T1632,Revisiting Technology Acceptance Model with Social Influence Factors
T1633,Joint Hybrid Precoding Based on Orthogonal Codebook in Millimeter Wave Systems
T1634,Assuring reliability in Qualitative studies: a Health Informatics Perspective
T1635,Wavelet SIFT Feature Descriptors for Robust Face Recognition
T1636,A Novel Gaussian Sum Smoother for Approximate Inference in Switching Linear Dynamical Systems
T1637,Improvement of Community Bus Operation Management System
T1638,The Local Rademacher Complexity of Lp-Norm Multiple Kernel Learning
T1639,Spectrum-Based Sequential Diagnosis
T1640,Perceived Interactivity: Exploring Factors Affecting Micro-Blogging Service Satisfaction and Continuance Intention
T1641,How to Handle Rainbow Tables with External Memory
T1642,A Bayesian Framework for Chemical Shift Assignment
T1643,CQC: classifying questions in CQA websites
T1644,Meditation Training and Neurofeedback Using a Personal EEG Device
T1645,Dual Space Gradient Descent for Online Learning
T1646,Design of a Novel Reversible Full Adder and Reversible Full Subtractor
T1647,3D Object Recognition: A Model of View-Tuned Neurons
T1648,Assignment and Pricing in Roommate Market
T1649,Constrained Question Recommendation in MOOCs via Submodularity
T1650,Datavore: A Vocabulary Recommender Tool Assisting Linked Data Modeling
T1651,Opposition-Based Reinforcement Learning
T1652,ChiMerge: discretization of numeric attributes
T1653,Generating Adaptive Behaviors for Simulation-based Training
T1654,Real-Time Vanishing Point Estimation in Road Sequences Using Adaptive Steerable Filter Banks
T1655,Structured queries in XML retrieval
T1656,Calcimimetic agents for the treatment of secondary hyperparathyroidism. 2002.
T1657,Inductive Inference by Refinement
T1658,Nested Monte Carlo Search for Two-Player Games
T1659,An Enterprise Architecture Driven Approach to Virtualisation
T1660,Analysis of the Effect of Human Presence on a Wireless Sensor Network
T1661,Going Beyond Primal Treewidth for (M)ILP
T1662,Soft Clustering on Graphs
T1663,Minimax Probability Machine
T1664,Automatic Construction of Complete Abstraction by Abstract Interpretation
T1665,Synergy and Redundancy among Brain Cells of Behaving Monkeys
T1666,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk
T1667,The Epoch-Greedy Algorithm for Multi-armed Bandits with Side Information
T1668,Requirements for Group Independent Linear Threshold Secret Sharing Schemes
T1669,Perspectives on organ and tissue donation among Chinese Canadians.
T1670,A New Admissible Heuristic for Minimal-Cost Proofs
T1671,A Weighted Graph Approach to Authorization Delegation and Conflict Resolution
T1672,Robust Regression with Twinned Gaussian Processes
T1673,Using Goal Interactions to Guide Planning
T1674,Poincaré Embeddings for Learning Hierarchical Representations
T1675,Who do you trust? - Safety aspect of interpersonal trust among young adults with work experience
T1676,A Stock Selective System by Using Hybrid Models of Classification
T1677,Ontology-Based Cognitive System for Contextual Reasoning in Robot Architectures
T1678,Applying Data Mining in Money Laundering Detection for the Vietnamese Banking Industry
T1679,Better than least squares: comparison of objective functions for estimating linear-nonlinear models
T1680,WC3: Analyzing the Style of Metadata Annotation Among Wikipedia Articles by Using Wikipedia Category and the DBpedia Metadata Database
T1681,Optimal 2D Model Matching Using a Messy Genetic Algorithm
T1682,On the Range of Applicability of Baker's Approach to the Frame Problem
T1683,Evaluation of a Fault-Tolerant Scheme in a Six-Degree-of-Freedom Motion Flight Simulator
T1684,Proceedings of the Second International Workshop on Semantic Web for Scientific Heritage co-located with 13th Extended Semantic Web Conference (ESWC 2016), Heraklion, Greece, May 30th, 2016
T1685,Active Search in Intensionally Specified Structured Spaces
T1686,EDDIE: An Embodied AI System for Research and Intervention for Individuals with ASD
T1687,Principle-based interpretation of natural language quantifiers
T1688,RFID Guardian: A Battery-Powered Mobile Device for RFID Privacy Management
T1689,Recommending Scientific Collaboration from ResearchGate
T1690,Scalable ranking for preference queries
T1691,Creative Industrial Design and Computer-Based Image Retrieval: The Role of Aesthetics and Affect
T1692,Unsupervised floating platform for environmental monitoring
T1693,Using word semantics on entity names for correspondence set generation
T1694,Tasks Allocation for Real-Time Applications in Heterogeneous Sensor Networks for Energy Minimization
T1695,CROSS-DB: A Feature-Extended Multidimensional Data Model for Statistical and Scientific Databases
T1696,Unsupervised Conceptualization and Semantic Text Indexing for Information Extraction
T1697,Towards Scalable Exploration of Diagnoses in an Ontology Stream
T1698,A Dual-Threshold Power Saving Mechanism in WiMAX
T1699,Developing E-Loyalty Amongst Impulsive Buyers via Social Influence on Group Buying Websites.
T1700,Top-Down Regularization of Deep Belief Networks
T1701,Sex with Support Vector Machines
T1702,Practical private data matching deterrent to spoofing attacks
T1703,Hybrid models for future event prediction
T1704,AI Support of Teamwork for Coordinated Care of Children with Complex Conditions
T1705,Electromagnetic Analysis Enhancement with Signal Processing Techniques (Poster)
T1706,Combining Dimensions and Features in Similarity-Based Representations
T1707,DiVE: Diversifying View Recommendation for Visual Data Exploration
T1708,Routing in Opportunistic Networks
T1709,Fast and effective histogram construction
T1710,A Crowd-sourced Knowledge Management Approach to Language Preservation and Revitalization: the Case of TE Reo MāORI
T1711,An XML-based Representation for Generic Bill of Materials (GBOM)
T1712,Are You Talking to Me? Dialogue Systems Supporting Mixed Teams of Humans and Robots
T1713,Developing an Incomplete Reasoner in Five Minutes: The Large Knowledge Collider in Action
T1714,Generalization Analysis for Ranking Using Integral Operator
T1715,Leveraging Single-user OpenOffice Writer for Collaboration by Transparent Adaptation
T1716,An Information-Theoretic Approach to Deciphering the Hippocampal Code
T1717,Building Predictive Models from Fractal Representations of Symbolic Sequences
T1718,Document Filtering for Long-tail Entities
T1719,Multiobjective Random Fuzzy Linear Programming Problems Based on the Possibility Maximization Model
T1720,Learning Multiple Related Tasks using Latent Independent Component Analysis
T1721,1001 Paraphrases: Incenting Responsible Contributions in Collecting Paraphrases from Volunteers
T1722,Convergent Learning: Do different neural networks learn the same representations?
T1723,An overview of the Penman text generation system
T1724,MHC-inspired Antibody Clone Algorithm for Multimodal Function Optimization
T1725,Improving document clustering using automated machine translation
T1726,Enhanced Watermarking Scheme Based on Texture Analysis
T1727,Crossmodal Language Grounding, Learning, and Teaching
T1728,Classification on nonlinear mapping of reducts based on nearest neighbor relation
T1729,The P-Systems: A Systematic Classification of Logics of Nonmonotonicity
T1730,Identification of a Specific Base Sequence of Pathogenic E. Coli through a Genomic Analysis
T1731,Emerald: Enhance scientific workflow performance with computation offloading to the cloud
T1732,Study on Knowledge Transfer in Knowledge Process Outsourcing (KPO)
T1733,Knowledge base population and visualization using an ontology based on semantic roles
T1734,A Unified Convex Surrogate for the Schatten-$p$ Norm
T1735,A New Genetic Algorithm-Based Pruning Approach for Optimum-Path Forest
T1736,A Theoretical Framework for Understanding Aesthetic Experiences in Relation to Website Design and Utilitarian Outcomes
T1737,Enhanced Direct Linear Discriminant Analysis for Feature Extraction on High Dimensional Data
T1738,Ontology Refinement and Evaluation System based on Similarity of Is-a Hierarchies
T1739,Lessons Learned from Collaborative Research in Software Engineering: A Student's Perspective
T1740,SARDNET: A Self-Organizing Feature Map for Sequences
T1741,No Time Limit and Time Limit Model of Multiple Round Dutch Auction Based on Genetic Network Programming
T1742,Social Network Effect on Bidding Strategy Adoption in Online P2P Lending Market
T1743,Infer the relationship of reintroduce in microblogs
T1744,Neural Networks for Density Estimation
T1745,Inexpensive, Simple and Quick Photorealistic Facial Modeling
T1746,Hierarchical Reasoning about Inequalities
T1747,Quartz: Randomized Dual Coordinate Ascent with Arbitrary Sampling
T1748,A Vocabulary of Culturally Relevant Relationships to Interlink Digital Heritage Objects over the Web Using LOD Technologies
T1749,Decomposing background topics from keywords by principal component pursuit
T1750,Reduced-complexity ML decodable STBCs: Revisited design criteria
T1751,Interest-matching comparisons using CP-nets
T1752,Improving User Interface of Spreadsheet Functions by Object-Oriented Design
T1753,Online Boosting Algorithms for Anytime Transfer and Multitask Learning
T1754,When medical devices fail: Lessons learned in a hemodialysis unit.
T1755,Weakly-supervised Discovery of Visual Pattern Configurations
T1756,Formal verification of security protocols using Spin
T1757,Casual Emergence of Soft Events
T1758,System Generated Recommendation Vs Consumer Generated Recommendation: A Differential Effect on Consumers Beliefs and Behavior in e-Commerce Transactions
T1759,Filtering, Decomposition and Search Space Reduction for Optimal Sequential Planning
T1760,Building Representations of Common Ground with Intelligent Agents, Papers from the 2011 AAAI Fall Symposium, Arlington, Virginia, USA, November 4-6, 2011
T1761,Weakly Supervised Induction of Affective Events by Optimizing Semantic Consistency
T1762,On the Completeness of Best-First Search Variants That Use Random Exploration
T1763,Counting Solution Clusters in Graph Coloring Problems Using Belief Propagation
T1764,Reflecting on 14 years of nocturnal home hemodialysis in Canada.
T1765,Socio-Semantic Health Information Access
T1766,Convolutional Kernel Networks
T1767,Deterministic Single-Pass Algorithm for LDA
T1768,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols
T1769,Nonstationary Gaussian Process Regression for Evaluating Repeated Clinical Laboratory Tests
T1770,Equilibrium and Transformation in the Standard Making Process
T1771,Remembering What You Forget in an Online Shopping Context
T1772,Predicting event-relatedness of popular queries
T1773,Pooled Evaluation Over Query Variations: Users are as Diverse as Systems
T1774,iMiner: Mining Inventory Data for Intelligent Management
T1775,Topic Modeling in Twitter: Aggregating Tweets by Conversations
T1776,reboting.com: Towards Geo-search and Visualization of Austrian Open Data
T1777,Selective user interaction
T1778,User action interpretation for personalized content optimization in recommender systems
T1779,Autonomously semantifying wikipedia
T1780,Emotion Detection on TV Show Transcripts with Sequence-based Convolutional Neural Networks
T1781,Sampling for Bayesian Program Learning
T1782,Complementing radio-planning tools to analyze EMF-aware access selection
T1783,Natural Language Questions and Answers for RDF Information Resources
T1784,Mitigating Overexposure in Viral Marketing
T1785,Batch Verifiable Computation with Public Verifiability for Outsourcing Polynomials and Matrix Computations
T1786,On Learnability of Constraints from RDF Data
T1787,Extracting ontological selectional preferences for non-pertainym adjectives from the google corpus
T1788,James Bond and Michael Ovitz: the secret life of agents
T1789,Multi-user cooperative wideband spectrum sensing with bayesian compressed sensing in cognitive radio
T1790,Making Better Recommendations with Online Profiling Agents
T1791,Approximability of Probability Distributions
T1792,What and Where the Themes Dominate in Image
T1793,CyberSafety 2016: The First International Workshop on Computational Methods in CyberSafety
T1794,Source Selection for Analogical Reasoning: An Empirical Approach
T1795,Towards an Intelligent Service to Elders Mobility Using the i-Walker
T1796,Feature extraction from accelerometric activity monitoring system
T1797,Modeling Context in Cognition Using Variational Inequalities
T1798,HMM-based Vietnamese speech synthesis
T1799,The Impact of Impression Management on Purchase Intentions in Online Auctions: The Moderating Effects of Relationship Norms
T1800,Traffic-Cascade: Mining and Visualizing Lifecycles of Traffic Congestion Events Using Public Bus Trajectories
T1801,Triangle Finding: How Graph Theory can Help the Semantic Web
T1802,A Belief-Based Bitemporal Database Model
T1803,Efficient Buyer Groups With Prediction-of-Use Electricity Tariffs
T1804,Subspace blind equalization for channels with low SNR
T1805,A Dynamic Organizational Architecture for Adaptive Problem Solving
T1806,Factors Influencing Employees' Usage Behavior of KMS in e-business
T1807,Automatic feature selection in the markov random field model for information retrieval
T1808,The HUMAINE Database: Addressing the Collection and Annotation of Naturalistic and Induced Emotional Data
T1809,On Strategy Stitching in Large Extensive Form Multiplayer Games
T1810,Assessing Trust with PageRank in the Web of Data
T1811,Possible winners when new candidates are added: the case of scoring rules
T1812,Probabilistic Information Integration and Retrieval in the Semantic Web
T1813,Visual aid for better control parameter configuration of differential evolution
T1814,Rank-energy selective query forwarding for distributed search systems
T1815,Modelling Individual Negative Emotion Spreading Process with Mobile Phones
T1816,Fast Moving UAV Collision Avoidance Using Optical Flow and Stereovision
T1817,Compact Representation of Domain Parameters of Hyperelliptic Curve Cryptosystems
T1818,Connecting the dots using contextual information hidden in text and images
T1819,Editorial : Enabling the Dream of Flight
T1820,A Theory of Default Reasoning
T1821,Dynamic Pricing for Reusable Resources in Competitive Market With Stochastic Demand
T1822,A Hybrid Model for Computational Morphology Application
T1823,Best-First Search for Treewidth
T1824,An Investigation of Practical Approximate Nearest Neighbor Algorithms
T1825,Workflow Supporting Toolset for Diagram-Based Collaborative Ontology Development Implemented in the Open Budget Domain
T1826,The Cluster-Weighted DEMATEL with ANP Method for Supplier Selection in Food Industry
T1827,On the Coevolutionary Construction of Learnable Gradients
T1828,Frame Detection over the Semantic Web
T1829,Exploiting the Contagious Effect for Employee Turnover Prediction
T1830,Initial configuration effect on personalized recommendation in a biased heat-conduction algorithm
T1831,Online SPARC for Drawing and Animation
T1832,A singer identification technique for content-based classification of MP3 music objects
T1833,Convergence of Monte Carlo Tree Search in Simultaneous Move Games
T1834,Social Media In-Feed Advertising: the Impacts of Consistency And Sociability On Ad Avoidance
T1835,Planning with First-Order Temporally Extended Goals using Heuristic Search
T1836,End-to-End Goal-Driven Web Navigation
T1837,Temporal Reasoning During Plan Recognition
T1838,Object-Oriented Intensional Programming: Intensional Java/Lucid Classes
T1839,Pandemic influenza and renal disease.
T1840,Learning the Learning Rate for Prediction with Expert Advice
T1841,Computational Creativity in Narrative Generation: Utility and Novelty Based on Models of Story Comprehension
T1842,Research on the Interconnection Model between Vehicular CAN Network and Internet Based on In-vehicle Gateway
T1843,Linear Transmission of Correlated Gaussian Sources over MIMO Channels
T1844,Intelligent Advice Provisioning for Repeated Interaction
T1845,Describing LDP Applications with the Hydra Core Vocabulary
T1846,Interactive reasoning in uncertain RDF knowledge bases
T1847,A Novel Use of RBAC to Protect Privacy in Distributed Health Care Information Systems
T1848,The Doubly Balanced Network of Spiking Neurons: A Memory Model with High Capacity
T1849,Medication considerations in end-of-life care.
T1850,Experimentally Constructing Semantic Models Based on DNA Computing
T1851,Scheduling in Visual Fog Computing: NP-Completeness and Practical Efficient Solutions
T1852,Rank-aware clustering of structured datasets
T1853,Managerial Use of Mobile Business Intelligence: An Exploratory Study
T1854,An Efficient Toolkit for Computing Private Set Operations
T1855,Grouping Components of Three-Dimensional Moving Objects in Area MST of Visual Cortex
T1856,A Model-Driven Approach for Generating Business Processes and Process Interaction Semantics
T1857,High-Confidence Off-Policy Evaluation
T1858,Divide-and-Conquer Frontier Search Applied to Optimal Sequence Alignment
T1859,Discovering Hotspots and Coldspots of Species Richness in eBird Data
T1860,SPIDER Attack on a Network of POMDPs: Towards Quality Bounded Solutions
T1861,An Improved Algorithm for Learning to Perform Exception-Tolerant Abduction
T1862,Remember me: a permanent memorial created through the art of quilting.
T1863,Spatial correlation beamforming scheme for MISO channel emulation
T1864,Fractal Image Coding with Simulated Annealing Search
T1865,Selective abstraction of AI system activity
T1866,Knowledge-Based Navigation of Complex Information Spaces
T1867,Ontology Alignment through Argumentation
T1868,Multi-task Multi-view Learning for Heterogeneous Tasks
T1869,Microelectronic Implementations of Connectionist Neural Networks
T1870,NeuroScale: Novel Topographic Feature Extraction using RBF Networks
T1871,Negotiated Learning for Smart Grid Agents: Entity Selection based on Dynamic Partially Observable Features
T1872,An EMG Knowledge-Based System for Leg Strength Classification and Vertical Jump Height Estimation of Female Netball Players
T1873,Investigating the Validity of a Test Case Selection Methodology for Expert System Validation
T1874,Learning Strategy in Time-to-Contact Estimation of Falling Objects
T1875,Development and Evaluation of a Dataset Generator Tool for Generating Synthetic Log Files Containing Computer Attack Signatures
T1876,The epistemology of physical system modeling
T1877,An improved unsharp masking model for intensive care unit chest radiograph enhancement
T1878,Modeling the Effects of Emotion on Cognition
T1879,Learning from Multiple Partially Observed Views - an Application to Multilingual Text Categorization
T1880,Towards Ambient Intelligence System for Good Sleep By Sound Adjusted to Heartbeat and Respiration
T1881,Blackboard Agents for Mixed-Initiative Management of Integrated Process-Planning/Production-Scheduling Solutions Across the Supply Chain
T1882,Hybrid Programming Implementation of BiCG Method on SMP Cluster Architecture
T1883,PAC-Bayes-Empirical-Bernstein Inequality
T1884,RFID information grid for blind navigation and wayfinding
T1885,Generalized Arc Consistency for Global Cardinality Constraint
T1886,Proceedings of the Twenty-Fourth AAAI Conference on Artificial Intelligence, AAAI 2010, Atlanta, Georgia, USA, July 11-15, 2010
T1887,A method of metamorphic relations constructing for object-oriented software testing
T1888,Antecedents of Employees' Extended Use of Enterprise Systems: a Proactive Behavior Perspective
T1889,Extraction of Food-Related Onomatopoeia from Food Reviews and its Application to Restaurant Search
T1890,The neuronal perceptron with DNA strand displacement
T1891,Development of an Automatic Customer Service System on Computer Networks
T1892,Predicting Short-Term Public Transport Demand via Inhomogeneous Poisson Processes
T1893,Efficient evaluation of parameterized pattern queries
T1894,Determining the Antecedents to Use Intention in the Area of Telecommunication-Broadcasting Convergence
T1895,Semantically-Aided Business Process Modeling
T1896,Lda-Based Group Document Recommendation
T1897,(More) Efficient Reinforcement Learning via Posterior Sampling
T1898,Shortest Path Based Decision Making Using Probabilistic Inference
